3	1.85367
4	1.90702
5	1.91381
6	1.284
7	0.816
8	2.69078
9	2.68787
10	3.7885
11	3.69764
12	3.86836
13	4.28546
15	5.41066
16	5.84813
17	6.0115
18	5.72106
19	6.00527
20	5.23897
21	6.398
22	5.86171
