0.2	5.15
1.2	5.18
2.2	6.24
4	4.71
5.4	6.35
7.5	6.69
8.4	7.29
9.5	8.33
10.4	7.84
11.5	8.03
12.4	8.59
13.4	8.55
14.3	9.70
15.5	9.87
17.4	10.55
18.3	10.64
19.2	11.32
20.1	11.46
21.1	11.45
22.1	11.50
23	12.73
24.1	13.72
