0.2	0.313
1.2	0.47
2.2	0.746
5.4	0.63
6.4	0.372
7.5	0.548
8.4	0.493
10.4	0.515
11.5	0.537
12.4	0.453
13.4	0.354
14.3	0.806
15.5	1.052
17.4	1.0955
19.2	0.996
20.1	0.848
21.1	1.139
22.1	0.88
23	1.381
24.1	1.386
